OBJECTID,Data,Estação,Nome_Estação,Poluente,Classificação,IQAR
3791,2015/05/22 15:00:00+00,CG,Campo Grande,O3,Boa,40
3792,2015/05/22 15:00:00+00,PG,Pedra de Guaratiba,PI,Boa,39
3793,2015/05/23 15:00:00+00,CA,Centro,PI,Boa,30
3794,2015/05/23 15:00:00+00,AV,Copacabana,PI,Boa,46
3795,2015/05/23 15:00:00+00,SC,São Cristóvão,PI,Boa,34
3796,2015/05/23 15:00:00+00,SP,Tijuca,NO2,Boa,34
3797,2015/05/23 15:00:00+00,IR,Irajá,O3,Boa,38
3798,2015/05/23 15:00:00+00,BG,Bangu,O3,Regular,62
3799,2015/05/23 15:00:00+00,CG,Campo Grande,PI,Boa,43
3800,2015/05/23 15:00:00+00,PG,Pedra de Guaratiba,PI,Boa,48
3801,2015/05/24 15:00:00+00,CA,Centro,O3,Regular,75
3802,2015/05/24 15:00:00+00,AV,Copacabana,PI,Regular,52
3803,2015/05/24 15:00:00+00,SC,São Cristóvão,O3,Regular,88
3804,2015/05/24 15:00:00+00,SP,Tijuca,O3,Regular,96
3805,2015/05/24 15:00:00+00,IR,Irajá,O3,Regular,68
3806,2015/05/24 15:00:00+00,BG,Bangu,O3,Regular,52
3807,2015/05/24 15:00:00+00,CG,Campo Grande,PI,Boa,41
3808,2015/05/24 15:00:00+00,PG,Pedra de Guaratiba,PI,Regular,55
3809,2015/05/25 15:00:00+00,CA,Centro,O3,Regular,55
3810,2015/05/25 15:00:00+00,AV,Copacabana,PI,Regular,58
3811,2015/05/25 15:00:00+00,SC,São Cristóvão,O3,Regular,69
3812,2015/05/25 15:00:00+00,SP,Tijuca,O3,Regular,84
3813,2015/05/25 15:00:00+00,IR,Irajá,O3,Regular,79
3814,2015/05/25 15:00:00+00,BG,Bangu,O3,Regular,71
3815,2015/05/25 15:00:00+00,CG,Campo Grande,PI,Boa,49
3816,2015/05/25 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,64
3817,2015/05/26 15:00:00+00,CA,Centro,PI,Regular,53
3818,2015/05/26 15:00:00+00,AV,Copacabana,PI,Regular,57
3819,2015/05/26 15:00:00+00,SC,São Cristóvão,PI,Regular,60
3820,2015/05/26 15:00:00+00,SP,Tijuca,PI,Regular,54
3821,2015/05/26 15:00:00+00,IR,Irajá,O3,Regular,78
3822,2015/05/26 15:00:00+00,BG,Bangu,O3,Regular,85
3823,2015/05/26 15:00:00+00,CG,Campo Grande,NO2,Regular,52
3824,2015/05/26 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,74
3825,2015/05/27 15:00:00+00,CA,Centro,PI,Boa,35
3826,2015/05/27 15:00:00+00,AV,Copacabana,PI,Regular,56
3827,2015/05/27 15:00:00+00,SC,São Cristóvão,PI,Boa,49
3828,2015/05/27 15:00:00+00,SP,Tijuca,O3,Boa,46
3829,2015/05/27 15:00:00+00,IR,Irajá,O3,Regular,61
3830,2015/05/27 15:00:00+00,BG,Bangu,O3,Regular,97
3831,2015/05/27 15:00:00+00,CG,Campo Grande,O3,Boa,45
3832,2015/05/27 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,48
3833,2015/05/28 15:00:00+00,CA,Centro,PI,Regular,59
3834,2015/05/28 15:00:00+00,AV,Copacabana,PI,Regular,64
3835,2015/05/28 15:00:00+00,SC,São Cristóvão,PI,Regular,67
3836,2015/05/28 15:00:00+00,SP,Tijuca,NO2,Boa,42
3837,2015/05/28 15:00:00+00,IR,Irajá,PI,Regular,66
3838,2015/05/28 15:00:00+00,BG,Bangu,O3,Regular,84
3839,2015/05/28 15:00:00+00,CG,Campo Grande,O3,Regular,84
3840,2015/05/28 15:00:00+00,PG,Pedra de Guaratiba,PI,Regular,55
3841,2015/05/29 15:00:00+00,CA,Centro,PI,Boa,41
3842,2015/05/29 15:00:00+00,AV,Copacabana,PI,Regular,55
3843,2015/05/29 15:00:00+00,SC,São Cristóvão,PI,Boa,37
3844,2015/05/29 15:00:00+00,SP,Tijuca,O3,Boa,43
3845,2015/05/29 15:00:00+00,IR,Irajá,PI,Boa,35
3846,2015/05/29 15:00:00+00,BG,Bangu,O3,Regular,54
3847,2015/05/29 15:00:00+00,CG,Campo Grande,O3,Boa,40
3848,2015/05/29 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,47
3849,2015/05/30 15:00:00+00,CA,Centro,PI,Boa,42
3850,2015/05/30 15:00:00+00,AV,Copacabana,PI,Regular,55
3851,2015/05/30 15:00:00+00,SC,São Cristóvão,PI,Regular,58
3852,2015/05/30 15:00:00+00,SP,Tijuca,PI,Boa,35
3853,2015/05/30 15:00:00+00,IR,Irajá,O3,Regular,63
3854,2015/05/30 15:00:00+00,BG,Bangu,O3,Regular,71
3855,2015/05/30 15:00:00+00,CG,Campo Grande,O3,Boa,43
3856,2015/05/30 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,40
3857,2015/05/31 15:00:00+00,CA,Centro,PI,Boa,28
3858,2015/05/31 15:00:00+00,AV,Copacabana,PI,Regular,51
3859,2015/05/31 15:00:00+00,SC,São Cristóvão,PI,Boa,38
3860,2015/05/31 15:00:00+00,SP,Tijuca,PI,Boa,39
3861,2015/05/31 15:00:00+00,IR,Irajá,O3,Regular,60
3862,2015/05/31 15:00:00+00,BG,Bangu,O3,Regular,70
3863,2015/05/31 15:00:00+00,CG,Campo Grande,PI,Regular,54
3864,2015/05/31 15:00:00+00,PG,Pedra de Guaratiba,PI,Boa,42
3865,2015/06/01 15:00:00+00,CA,Centro,PI,Boa,46
3866,2015/06/01 15:00:00+00,AV,Copacabana,PI,Regular,55
3867,2015/06/01 15:00:00+00,SC,São Cristóvão,PI,Boa,47
3868,2015/06/01 15:00:00+00,SP,Tijuca,PI,Boa,39
3869,2015/06/01 15:00:00+00,IR,Irajá,PI,Boa,40
3870,2015/06/01 15:00:00+00,BG,Bangu,O3,Boa,39
3871,2015/06/01 15:00:00+00,CG,Campo Grande,PI,Boa,27
3872,2015/06/01 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,32
3873,2015/06/02 15:00:00+00,CA,Centro,PI,Boa,26
3874,2015/06/02 15:00:00+00,AV,Copacabana,PI,Boa,43
3875,2015/06/02 15:00:00+00,SC,São Cristóvão,PI,Boa,25
3876,2015/06/02 15:00:00+00,SP,Tijuca,NO2,Boa,30
3877,2015/06/02 15:00:00+00,IR,Irajá,NO2,Boa,31
3878,2015/06/02 15:00:00+00,BG,Bangu,O3,Boa,37
3879,2015/06/02 15:00:00+00,CG,Campo Grande,O3,Boa,28
3880,2015/06/02 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,34
3881,2015/06/03 15:00:00+00,CA,Centro,PI,Boa,27
3882,2015/06/03 15:00:00+00,AV,Copacabana,PI,Boa,40
3883,2015/06/03 15:00:00+00,SC,São Cristóvão,PI,Boa,26
3884,2015/06/03 15:00:00+00,SP,Tijuca,O3,Boa,32
3885,2015/06/03 15:00:00+00,IR,Irajá,O3,Boa,32
3886,2015/06/03 15:00:00+00,BG,Bangu,O3,Boa,50
3887,2015/06/03 15:00:00+00,CG,Campo Grande,PI,Boa,34
3888,2015/06/03 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,29
3889,2015/06/04 15:00:00+00,CA,Centro,PI,Boa,28
3890,2015/06/04 15:00:00+00,AV,Copacabana,PI,Boa,39
3891,2015/06/04 15:00:00+00,SC,São Cristóvão,O3,Boa,43
3892,2015/06/04 15:00:00+00,SP,Tijuca,O3,Boa,37
3893,2015/06/04 15:00:00+00,IR,Irajá,O3,Regular,76
3894,2015/06/04 15:00:00+00,BG,Bangu,O3,Regular,61
3895,2015/06/04 15:00:00+00,CG,Campo Grande,PI,Boa,32
3896,2015/06/04 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,40
3897,2015/06/05 15:00:00+00,CA,Centro,PI,Boa,50
3898,2015/06/05 15:00:00+00,AV,Copacabana,PI,Regular,56
3899,2015/06/05 15:00:00+00,SC,São Cristóvão,O3,Regular,57
3900,2015/06/05 15:00:00+00,SP,Tijuca,O3,Regular,65
3901,2015/06/05 15:00:00+00,IR,Irajá,O3,Regular,73
3902,2015/06/05 15:00:00+00,BG,Bangu,O3,Regular,88
3903,2015/06/05 15:00:00+00,CG,Campo Grande,O3,Boa,50
3904,2015/06/05 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,71
3905,2015/06/06 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,77
3906,2015/06/06 15:00:00+00,CA,Centro,PI,Boa,38
3907,2015/06/06 15:00:00+00,AV,Copacabana,PI,Regular,51
3908,2015/06/06 15:00:00+00,SC,São Cristóvão,PI,Boa,41
3909,2015/06/06 15:00:00+00,SP,Tijuca,O3,Boa,50
3910,2015/06/06 15:00:00+00,IR,Irajá,O3,Regular,59
3911,2015/06/06 15:00:00+00,BG,Bangu,O3,Regular,78
3912,2015/06/06 15:00:00+00,CG,Campo Grande,PI,Regular,56
3913,2015/06/07 15:00:00+00,CA,Centro,PI,Boa,49
3914,2015/06/07 15:00:00+00,AV,Copacabana,PI,Regular,51
3915,2015/06/07 15:00:00+00,SC,São Cristóvão,PI,Regular,51
3916,2015/06/07 15:00:00+00,SP,Tijuca,O3,Regular,59
3917,2015/06/07 15:00:00+00,IR,Irajá,O3,Regular,62
3918,2015/06/07 15:00:00+00,BG,Bangu,PI,Regular,54
3919,2015/06/07 15:00:00+00,CG,Campo Grande,PI,Boa,48
3920,2015/06/07 15:00:00+00,PG,Pedra de Guaratiba,PI,Regular,52
3921,2015/06/08 15:00:00+00,CA,Centro,PI,Boa,38
3922,2015/06/08 15:00:00+00,AV,Copacabana,PI,Boa,49
3923,2015/06/08 15:00:00+00,SC,São Cristóvão,PI,Regular,54
3924,2015/06/08 15:00:00+00,SP,Tijuca,O3,Regular,56
3925,2015/06/08 15:00:00+00,IR,Irajá,PI,Regular,55
3926,2015/06/08 15:00:00+00,BG,Bangu,O3,Regular,63
3927,2015/06/08 15:00:00+00,CG,Campo Grande,PI,Boa,46
3928,2015/06/08 15:00:00+00,PG,Pedra de Guaratiba,PI,Regular,61
3929,2015/06/09 15:00:00+00,CA,Centro,PI,Boa,48
3930,2015/06/09 15:00:00+00,AV,Copacabana,PI,Regular,53
3931,2015/06/09 15:00:00+00,SC,São Cristóvão,PI,Regular,53
3932,2015/06/09 15:00:00+00,SP,Tijuca,NO2,Boa,49
3933,2015/06/09 15:00:00+00,IR,Irajá,O3,Regular,57
3934,2015/06/09 15:00:00+00,BG,Bangu,PI,Regular,67
3935,2015/06/09 15:00:00+00,CG,Campo Grande,PI,Regular,53
3936,2015/06/09 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,76
3937,2015/06/10 15:00:00+00,CA,Centro,PI,Regular,53
3938,2015/06/10 15:00:00+00,AV,Copacabana,PI,Regular,55
3939,2015/06/10 15:00:00+00,SC,São Cristóvão,PI,Regular,58
3940,2015/06/10 15:00:00+00,SP,Tijuca,NO2,Regular,56
3941,2015/06/10 15:00:00+00,IR,Irajá,PI,Regular,71
3942,2015/06/10 15:00:00+00,BG,Bangu,O3,Regular,63
3943,2015/06/10 15:00:00+00,CG,Campo Grande,PI,Regular,56
3944,2015/06/10 15:00:00+00,PG,Pedra de Guaratiba,PI,Regular,80
3945,2015/06/11 15:00:00+00,CA,Centro,PI,Regular,56
3946,2015/06/11 15:00:00+00,AV,Copacabana,PI,Regular,61
3947,2015/06/11 15:00:00+00,SC,São Cristóvão,Indisponivel,Indisponivel,
3948,2015/06/11 15:00:00+00,SP,Tijuca,NO2,Regular,53
3949,2015/06/11 15:00:00+00,IR,Irajá,PI,Regular,67
3950,2015/06/11 15:00:00+00,BG,Bangu,PI,Regular,69
3951,2015/06/11 15:00:00+00,CG,Campo Grande,PI,Regular,55
3952,2015/06/11 15:00:00+00,PG,Pedra de Guaratiba,PI,Regular,84
3953,2015/06/12 15:00:00+00,CA,Centro,PI,Regular,60
3954,2015/06/12 15:00:00+00,AV,Copacabana,PI,Regular,62
3955,2015/06/12 15:00:00+00,SC,São Cristóvão,PI,Regular,59
3956,2015/06/12 15:00:00+00,SP,Tijuca,NO2,Regular,64
3957,2015/06/12 15:00:00+00,IR,Irajá,PI,Regular,62
3958,2015/06/12 15:00:00+00,BG,Bangu,PI,Regular,65
3959,2015/06/12 15:00:00+00,CG,Campo Grande,PI,Regular,60
3960,2015/06/12 15:00:00+00,PG,Pedra de Guaratiba,PI,Regular,81
3961,2015/06/13 15:00:00+00,CA,Centro,PI,Boa,30
3962,2015/06/13 15:00:00+00,AV,Copacabana,PI,Boa,45
3963,2015/06/13 15:00:00+00,SC,São Cristóvão,O3,Boa,45
3964,2015/06/13 15:00:00+00,SP,Tijuca,O3,Boa,40
3965,2015/06/13 15:00:00+00,IR,Irajá,O3,Boa,48
3966,2015/06/13 15:00:00+00,BG,Bangu,O3,Regular,72
3967,2015/06/13 15:00:00+00,CG,Campo Grande,O3,Regular,56
3968,2015/06/13 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,53
3969,2015/06/14 15:00:00+00,CA,Centro,PI,Boa,45
3970,2015/06/14 15:00:00+00,AV,Copacabana,PI,Regular,54
3971,2015/06/14 15:00:00+00,SC,São Cristóvão,PI,Regular,51
3972,2015/06/14 15:00:00+00,SP,Tijuca,NO2,Regular,54
3973,2015/06/14 15:00:00+00,IR,Irajá,PI,Regular,66
3974,2015/06/14 15:00:00+00,BG,Bangu,O3,Regular,71
3975,2015/06/14 15:00:00+00,CG,Campo Grande,PI,Regular,54
3976,2015/06/14 15:00:00+00,PG,Pedra de Guaratiba,PI,Regular,56
3977,2015/06/15 15:00:00+00,CA,Centro,PI,Boa,39
3978,2015/06/15 15:00:00+00,AV,Copacabana,PI,Boa,48
3979,2015/06/15 15:00:00+00,SC,São Cristóvão,Indisponivel,Indisponivel,
3980,2015/06/15 15:00:00+00,SP,Tijuca,PI,Boa,34
3981,2015/06/15 15:00:00+00,IR,Irajá,PI,Boa,48
3982,2015/06/15 15:00:00+00,BG,Bangu,O3,Boa,46
3983,2015/06/15 15:00:00+00,CG,Campo Grande,NO2,Boa,41
3984,2015/06/15 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,43
3985,2015/06/16 15:00:00+00,CA,Centro,O3,Boa,20
3986,2015/06/16 15:00:00+00,AV,Copacabana,PI,Boa,27
3987,2015/06/16 15:00:00+00,SC,São Cristóvão,Indisponivel,Indisponivel,
3988,2015/06/16 15:00:00+00,SP,Tijuca,O3,Boa,26
3989,2015/06/16 15:00:00+00,IR,Irajá,NO2,Boa,27
3990,2015/06/16 15:00:00+00,BG,Bangu,O3,Boa,28
3991,2015/06/16 15:00:00+00,CG,Campo Grande,O3,Boa,26
3992,2015/06/16 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,31
3993,2015/06/17 15:00:00+00,CA,Centro,PI,Boa,23
3994,2015/06/17 15:00:00+00,AV,Copacabana,PI,Boa,35
3995,2015/06/17 15:00:00+00,SC,São Cristóvão,Indisponivel,Indisponivel,
3996,2015/06/17 15:00:00+00,SP,Tijuca,NO2,Boa,28
3997,2015/06/17 15:00:00+00,IR,Irajá,O3,Boa,36
3998,2015/06/17 15:00:00+00,BG,Bangu,O3,Boa,45
3999,2015/06/17 15:00:00+00,CG,Campo Grande,O3,Boa,30
4000,2015/06/17 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,33
4001,2015/06/18 15:00:00+00,CA,Centro,PI,Regular,60
4002,2015/06/18 15:00:00+00,AV,Copacabana,PI,Regular,63
4003,2015/06/18 15:00:00+00,SC,São Cristóvão,PI,Regular,66
4004,2015/06/18 15:00:00+00,SP,Tijuca,NO2,Regular,52
4005,2015/06/18 15:00:00+00,IR,Irajá,PI,Regular,68
4006,2015/06/18 15:00:00+00,BG,Bangu,PI,Regular,59
4007,2015/06/18 15:00:00+00,CG,Campo Grande,PI,Regular,51
4008,2015/06/18 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,40
4009,2015/06/19 15:00:00+00,CA,Centro,PI,Boa,34
4010,2015/06/19 15:00:00+00,AV,Copacabana,PI,Boa,46
4011,2015/06/19 15:00:00+00,SC,São Cristóvão,O3,Boa,41
4012,2015/06/19 15:00:00+00,SP,Tijuca,NO2,Regular,57
4013,2015/06/19 15:00:00+00,IR,Irajá,NO2,Boa,44
4014,2015/06/19 15:00:00+00,BG,Bangu,O3,Regular,53
4015,2015/06/19 15:00:00+00,CG,Campo Grande,O3,Boa,39
4016,2015/06/19 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,40
4017,2015/06/20 15:00:00+00,CA,Centro,PI,Boa,17
4018,2015/06/20 15:00:00+00,AV,Copacabana,PI,Boa,31
4019,2015/06/20 15:00:00+00,SC,São Cristóvão,O3,Boa,20
4020,2015/06/20 15:00:00+00,SP,Tijuca,NO2,Boa,25
4021,2015/06/20 15:00:00+00,IR,Irajá,O3,Boa,30
4022,2015/06/20 15:00:00+00,BG,Bangu,O3,Boa,38
4023,2015/06/20 15:00:00+00,CG,Campo Grande,O3,Boa,28
4024,2015/06/20 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,35
4025,2015/06/21 15:00:00+00,CA,Centro,O3,Boa,30
4026,2015/06/21 15:00:00+00,AV,Copacabana,PI,Boa,39
4027,2015/06/21 15:00:00+00,SC,São Cristóvão,PI,Boa,34
4028,2015/06/21 15:00:00+00,SP,Tijuca,PI,Boa,22
4029,2015/06/21 15:00:00+00,IR,Irajá,O3,Boa,35
4030,2015/06/21 15:00:00+00,BG,Bangu,O3,Boa,35
4031,2015/06/21 15:00:00+00,CG,Campo Grande,PI,Boa,32
4032,2015/06/21 15:00:00+00,PG,Pedra de Guaratiba,PI,Boa,36
4033,2015/06/22 15:00:00+00,CA,Centro,PI,Boa,34
4034,2015/06/22 15:00:00+00,AV,Copacabana,PI,Boa,45
4035,2015/06/22 15:00:00+00,SC,São Cristóvão,PI,Boa,34
4036,2015/06/22 15:00:00+00,SP,Tijuca,NO2,Boa,41
4037,2015/06/22 15:00:00+00,IR,Irajá,PI,Boa,40
4038,2015/06/22 15:00:00+00,BG,Bangu,PI,Boa,41
4039,2015/06/22 15:00:00+00,CG,Campo Grande,PI,Boa,39
4040,2015/06/22 15:00:00+00,PG,Pedra de Guaratiba,PI,Boa,37
4041,2015/06/23 15:00:00+00,CA,Centro,PI,Boa,42
4042,2015/06/23 15:00:00+00,AV,Copacabana,PI,Boa,50
4043,2015/06/23 15:00:00+00,SC,São Cristóvão,PI,Boa,47
4044,2015/06/23 15:00:00+00,SP,Tijuca,NO2,Boa,43
4045,2015/06/23 15:00:00+00,IR,Irajá,PI,Regular,52
4046,2015/06/23 15:00:00+00,BG,Bangu,PI,Regular,55
4047,2015/06/23 15:00:00+00,CG,Campo Grande,PI,Regular,52
4048,2015/06/23 15:00:00+00,PG,Pedra de Guaratiba,PI,Regular,55
4049,2015/06/24 15:00:00+00,CA,Centro,PI,Boa,30
4050,2015/06/24 15:00:00+00,AV,Copacabana,PI,Regular,55
4051,2015/06/24 15:00:00+00,SC,São Cristóvão,O3,Boa,38
4052,2015/06/24 15:00:00+00,SP,Tijuca,O3,Boa,37
4053,2015/06/24 15:00:00+00,IR,Irajá,NO2,Boa,34
4054,2015/06/24 15:00:00+00,BG,Bangu,O3,Boa,43
4055,2015/06/24 15:00:00+00,CG,Campo Grande,O3,Boa,36
4056,2015/06/24 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,40
4057,2015/06/25 15:00:00+00,CA,Centro,PI,Boa,23
4058,2015/06/25 15:00:00+00,AV,Copacabana,PI,Boa,37
4059,2015/06/25 15:00:00+00,SC,São Cristóvão,O3,Boa,20
4060,2015/06/25 15:00:00+00,SP,Tijuca,O3,Boa,32
4061,2015/06/25 15:00:00+00,IR,Irajá,O3,Boa,33
4062,2015/06/25 15:00:00+00,BG,Bangu,O3,Boa,31
4063,2015/06/25 15:00:00+00,CG,Campo Grande,NO2,Boa,30
4064,2015/06/25 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,39
4065,2015/06/26 15:00:00+00,CA,Centro,PI,Boa,25
4066,2015/06/26 15:00:00+00,AV,Copacabana,PI,Boa,32
4067,2015/06/26 15:00:00+00,SC,São Cristóvão,O3,Boa,29
4068,2015/06/26 15:00:00+00,SP,Tijuca,NO2,Boa,25
4069,2015/06/26 15:00:00+00,IR,Irajá,O3,Boa,33
4070,2015/06/26 15:00:00+00,BG,Bangu,O3,Boa,37
4071,2015/06/26 15:00:00+00,CG,Campo Grande,O3,Boa,31
4072,2015/06/26 15:00:00+00,PG,Pedra de Guaratiba,PI,Boa,31
4073,2015/06/27 15:00:00+00,CA,Centro,PI,Boa,21
4074,2015/06/27 15:00:00+00,AV,Copacabana,PI,Boa,33
4075,2015/06/27 15:00:00+00,SC,São Cristóvão,O3,Boa,30
4076,2015/06/27 15:00:00+00,SP,Tijuca,O3,Boa,27
4077,2015/06/27 15:00:00+00,IR,Irajá,O3,Boa,39
4078,2015/06/27 15:00:00+00,BG,Bangu,O3,Boa,42
4079,2015/06/27 15:00:00+00,CG,Campo Grande,PI,Boa,38
4080,2015/06/27 15:00:00+00,PG,Pedra de Guaratiba,PI,Boa,38
4081,2015/06/28 15:00:00+00,CA,Centro,O3,Boa,33
4082,2015/06/28 15:00:00+00,AV,Copacabana,PI,Boa,34
4083,2015/06/28 15:00:00+00,SC,São Cristóvão,O3,Boa,44
4084,2015/06/28 15:00:00+00,SP,Tijuca,O3,Boa,39
4085,2015/06/28 15:00:00+00,IR,Irajá,O3,Regular,57
4086,2015/06/28 15:00:00+00,BG,Bangu,O3,Regular,61
4087,2015/06/28 15:00:00+00,CG,Campo Grande,O3,Boa,36
4088,2015/06/28 15:00:00+00,PG,Pedra de Guaratiba,PI,Regular,52
4089,2015/06/29 15:00:00+00,CA,Centro,PI,Boa,21
4090,2015/06/29 15:00:00+00,AV,Copacabana,PI,Boa,36
4091,2015/06/29 15:00:00+00,SC,São Cristóvão,O3,Boa,31
4092,2015/06/29 15:00:00+00,SP,Tijuca,O3,Boa,27
4093,2015/06/29 15:00:00+00,IR,Irajá,O3,Boa,42
4094,2015/06/29 15:00:00+00,PG,Pedra de Guaratiba,PI,Boa,44
4095,2015/06/29 15:00:00+00,BG,Bangu,O3,Regular,58
4096,2015/06/29 15:00:00+00,CG,Campo Grande,O3,Boa,41
4097,2015/06/30 15:00:00+00,CA,Centro,PI,Boa,41
4098,2015/06/30 15:00:00+00,AV,Copacabana,PI,Regular,52
4099,2015/06/30 15:00:00+00,SC,São Cristóvão,PI,Boa,44
4100,2015/06/30 15:00:00+00,SP,Tijuca,NO2,Boa,34
4101,2015/06/30 15:00:00+00,IR,Irajá,PI,Regular,56
4102,2015/06/30 15:00:00+00,BG,Bangu,PI,Regular,62
4103,2015/06/30 15:00:00+00,CG,Campo Grande,PI,Regular,60
4104,2015/06/30 15:00:00+00,PG,Pedra de Guaratiba,PI,Regular,52
4105,2015/07/01 15:00:00+00,CA,Centro,PI,Boa,49
4106,2015/07/01 15:00:00+00,AV,Copacabana,PI,Regular,54
4107,2015/07/01 15:00:00+00,SC,São Cristóvão,PI,Boa,36
4108,2015/07/01 15:00:00+00,SP,Tijuca,NO2,Boa,31
4109,2015/07/01 15:00:00+00,IR,Irajá,PI,Regular,53
4110,2015/07/01 15:00:00+00,BG,Bangu,O3,Boa,44
4111,2015/07/01 15:00:00+00,CG,Campo Grande,PI,Regular,52
4112,2015/07/01 15:00:00+00,PG,Pedra de Guaratiba,PI,Regular,57
4113,2015/07/02 15:00:00+00,CA,Centro,PI,Boa,38
4114,2015/07/02 15:00:00+00,AV,Copacabana,PI,Regular,53
4115,2015/07/02 15:00:00+00,SC,São Cristóvão,PI,Boa,33
4116,2015/07/02 15:00:00+00,SP,Tijuca,NO2,Boa,37
4117,2015/07/02 15:00:00+00,IR,Irajá,PI,Boa,40
4118,2015/07/02 15:00:00+00,BG,Bangu,O3,Boa,44
4119,2015/07/02 15:00:00+00,CG,Campo Grande,O3,Boa,36
4120,2015/07/02 15:00:00+00,PG,Pedra de Guaratiba,PI,Boa,40
4121,2015/07/03 15:00:00+00,CA,Centro,PI,Boa,29
4122,2015/07/03 15:00:00+00,AV,Copacabana,PI,Regular,54
4123,2015/07/03 15:00:00+00,SC,São Cristóvão,PI,Boa,31
4124,2015/07/03 15:00:00+00,SP,Tijuca,PI,Boa,34
4125,2015/07/03 15:00:00+00,IR,Irajá,NO2,Boa,47
4126,2015/07/03 15:00:00+00,BG,Bangu,PI,Boa,42
4127,2015/07/03 15:00:00+00,CG,Campo Grande,PI,Boa,41
4128,2015/07/03 15:00:00+00,PG,Pedra de Guaratiba,PI,Regular,56
4129,2015/07/04 15:00:00+00,CA,Centro,PI,Regular,56
4130,2015/07/04 15:00:00+00,AV,Copacabana,PI,Regular,58
4131,2015/07/04 15:00:00+00,SC,São Cristóvão,PI,Regular,55
4132,2015/07/04 15:00:00+00,SP,Tijuca,PI,Boa,48
4133,2015/07/04 15:00:00+00,IR,Irajá,PI,Regular,62
4134,2015/07/04 15:00:00+00,BG,Bangu,PI,Boa,50
4135,2015/07/04 15:00:00+00,CG,Campo Grande,PI,Regular,53
4136,2015/07/04 15:00:00+00,PG,Pedra de Guaratiba,PI,Regular,52
4137,2015/07/05 15:00:00+00,CA,Centro,O3,Boa,24
4138,2015/07/05 15:00:00+00,AV,Copacabana,PI,Boa,41
4139,2015/07/05 15:00:00+00,SC,São Cristóvão,O3,Boa,28
4140,2015/07/05 15:00:00+00,SP,Tijuca,O3,Boa,29
4141,2015/07/05 15:00:00+00,IR,Irajá,O3,Boa,28
4142,2015/07/05 15:00:00+00,BG,Bangu,O3,Boa,39
4143,2015/07/05 15:00:00+00,CG,Campo Grande,O3,Boa,27
4144,2015/07/05 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,31
4145,2015/07/06 15:00:00+00,CA,Centro,PI,Boa,35
4146,2015/07/06 15:00:00+00,AV,Copacabana,PI,Boa,48
4147,2015/07/06 15:00:00+00,SC,São Cristóvão,PI,Boa,33
4148,2015/07/06 15:00:00+00,SP,Tijuca,PI,Boa,37
4149,2015/07/06 15:00:00+00,IR,Irajá,PI,Boa,39
4150,2015/07/06 15:00:00+00,BG,Bangu,PI,Boa,40
4151,2015/07/06 15:00:00+00,CG,Campo Grande,PI,Boa,37
4152,2015/07/06 15:00:00+00,PG,Pedra de Guaratiba,PI,Boa,38
4153,2015/07/07 15:00:00+00,CA,Centro,PI,Boa,25
4154,2015/07/07 15:00:00+00,AV,Copacabana,PI,Boa,49
4155,2015/07/07 15:00:00+00,SC,São Cristóvão,PI,Boa,31
4156,2015/07/07 15:00:00+00,SP,Tijuca,PI,Boa,34
4157,2015/07/07 15:00:00+00,IR,Irajá,O3,Boa,38
4158,2015/07/07 15:00:00+00,BG,Bangu,O3,Boa,41
4159,2015/07/07 15:00:00+00,CG,Campo Grande,PI,Boa,37
4160,2015/07/07 15:00:00+00,PG,Pedra de Guaratiba,PI,Boa,39
4161,2015/07/08 15:00:00+00,CA,Centro,PI,Boa,34
4162,2015/07/08 15:00:00+00,AV,Copacabana,PI,Regular,52
4163,2015/07/08 15:00:00+00,SC,São Cristóvão,PI,Boa,34
4164,2015/07/08 15:00:00+00,SP,Tijuca,PI,Boa,40
4165,2015/07/08 15:00:00+00,IR,Irajá,PI,Boa,37
4166,2015/07/08 15:00:00+00,BG,Bangu,PI,Regular,54
4167,2015/07/08 15:00:00+00,CG,Campo Grande,PI,Boa,48
4168,2015/07/08 15:00:00+00,PG,Pedra de Guaratiba,PI,Boa,41
4169,2015/07/09 15:00:00+00,CA,Centro,PI,Regular,54
